Hans,py,py2
铰,jiǎo,jiao3
教,jiào,jiao4
觉,jué,jiao4
校,xiào,jiao4
叫,jiào,jiao4
较,jiào,jiao4
轿,jiào,jiao4
嚼,jué,jiao4
窖,jiào,jiao4
酵,jiào,jiao4
噍,jiào,jiao4
峤,qiáo,jiao4
徼,jiào,jiao4
醮,jiào,jiao4
接,jiē,jie1
结,jié,jie1
节,jié,jie1
街,jiē,jie1
阶,jiē,jie1
皆,jiē,jie1
揭,jiē,jie1
楷,kǎi,jie1
嗟,juē,jie1
秸,jiē,jie1
疖,jiē,jie1
喈,jiē,jie1
结,jié,jie2
节,jié,jie2
杰,jié,jie2
捷,jié,jie2
截,jié,jie2
洁,jié,jie2
劫,jié,jie2
竭,jié,jie2
睫,jié,jie2
桔,jú,jie2
拮,jié,jie2
孑,jié,jie2
诘,jié,jie2
桀,jié,jie2
碣,jié,jie2
偈,jié,jie2
颉,xié,jie2
讦,jié,jie2
婕,jié,jie2
羯,jié,jie2
鲒,jié,jie2
解,jiě,jie3
姐,jiě,jie3
界,jiè,jie4
解,jiě,jie4
价,jiê,jie4
介,jiè,jie4
借,jiè,jie4
戒,jiè,jie4
届,jiè,jie4
藉,jiè,jie4
诫,jiè,jie4
芥,jiè,jie4
疥,jiè,jie4
蚧,jiè,jie4
骱,jiè,jie4
家,jiê,jie5
价,jiê,jie5
今,jīn,jin1
金,jīn,jin1
禁,jìn,jin1
津,jīn,jin1
斤,jīn,jin1
筋,jīn,jin1
巾,jīn,jin1
襟,jīn,jin1
矜,qín,jin1
衿,jīn,jin1
尽,jìn,jin3
仅,jìn,jin3
紧,jǐn,jin3
谨,jǐn,jin3
锦,jǐn,jin3
瑾,jǐn,jin3
馑,jǐn,jin3
卺,jǐn,jin3
廑,qín,jin3
堇,jǐn,jin3
槿,jǐn,jin3
进,jìn,jin4
近,jìn,jin4
尽,jìn,jin4
仅,jìn,jin4
禁,jìn,jin4
劲,jìng,jin4
晋,jìn,jin4
浸,jìn,jin4
靳,jìn,jin4
缙,jìn,jin4
烬,jìn,jin4
噤,jìn,jin4
觐,jìn,jin4
荩,jìn,jin4
赆,jìn,jin4
妗,jìn,jin4
经,jìng,jing1
京,jīng,jing1
精,jīng,jing1
惊,jīng,jing1
睛,jīng,jing1
晶,jīng,jing1
荆,jīng,jing1
兢,jīng,jing1
鲸,jīng,jing1
泾,jīng,jing1
旌,jīng,jing1
茎,jīng,jing1
腈,jīng,jing1
菁,jīng,jing1
粳,jīng,jing1
警,jǐng,jing3
景,jǐng,jing3
井,jǐng,jing3
颈,jǐng,jing3
憬,jǐng,jing3
阱,jǐng,jing3
儆,jǐng,jing3
刭,jǐng,jing3
肼,jǐng,jing3
经,jìng,jing4
境,jìng,jing4
竟,jìng,jing4
静,jìng,jing4
敬,jìng,jing4
镜,jìng,jing4
劲,jìng,jing4
竞,jìng,jing4
净,jìng,jing4
径,jìng,jing4
靖,jìng,jing4
痉,jìng,jing4
迳,jìng,jing4
胫,jìng,jing4
弪,jìng,jing4
婧,jìng,jing4
獍,jìng,jing4
靓,liàng,jing4
扃,jiōng,jiong1
窘,jiǒng,jiong3
炯,jiǒng,jiong3
迥,jiǒng,jiong3
炅,jiǒng,jiong3
究,jīu,jiu1
纠,jīu,jiu1
揪,jīu,jiu1
鸠,jīu,jiu1
赳,jīu,jiu1
啾,jīu,jiu1
阄,jīu,jiu1
鬏,jīu,jiu1
九,jǐu,jiu3
酒,jǐu,jiu3
久,jǐu,jiu3
韭,jǐu,jiu3
灸,jǐu,jiu3
玖,jǐu,jiu3
就,jìu,jiu4
旧,jìu,jiu4
救,jìu,jiu4
疚,jìu,jiu4
舅,jìu,jiu4
咎,jìu,jiu4
臼,jìu,jiu4
鹫,jìu,jiu4
僦,jìu,jiu4
厩,jìu,jiu4
桕,jìu,jiu4
柩,jìu,jiu4
车,jū,ju1
据,jù,ju1
且,qiě,ju1
居,jū,ju1
俱,jù,ju1
拘,jū,ju1
驹,jū,ju1
鞠,jū,ju1
锯,jù,ju1
趄,qiè,ju1
掬,jū,ju1
疽,jū,ju1
裾,jū,ju1
苴,jū,ju1
椐,jū,ju1
锔,jú,ju1
狙,jū,ju1
琚,jū,ju1
雎,jū,ju1
鞫,jū,ju1
局,jú,ju2
菊,jú,ju2
桔,jú,ju2
橘,jú,ju2
锔,jú,ju2
举,jǔ,ju3
柜,jǔ,ju3
矩,jǔ,ju3
咀,zuǐ,ju3
沮,jù,ju3
踽,jǔ,ju3
龃,jǔ,ju3
榉,jǔ,ju3
莒,jǔ,ju3
枸,jǔ,ju3
据,jù,ju4
句,jù,ju4
具,jù,ju4
剧,jù,ju4
巨,jù,ju4
聚,jù,ju4
拒,jù,ju4
距,jù,ju4
俱,jù,ju4
惧,jù,ju4
沮,jù,ju4
瞿,qú,ju4
锯,jù,ju4
炬,jù,ju4
趄,qiè,ju4
飓,jù,ju4
踞,jù,ju4
遽,jù,ju4
倨,jù,ju4
钜,jù,ju4
犋,jù,ju4
屦,jù,ju4
榘,jù,ju4
窭,jù,ju4
讵,jù,ju4
醵,jù,ju4
苣,qǔ,ju4
捐,juān,juan1
圈,juàn,juan1
娟,juān,juan1
鹃,juān,juan1
涓,juān,juan1
镌,juān,juan1
蠲,juān,juan1
卷,juàn,juan3
锩,juǎn,juan3
圈,juàn,juan4
卷,juàn,juan4
俊,jùn,juan4
倦,juàn,juan4
眷,juàn,juan4
隽,jùn,juan4
绢,juàn,juan4
狷,juàn,juan4
桊,juàn,juan4
鄄,juàn,juan4
嗟,juē,jue1
撅,juē,jue1
噘,juē,jue1
觉,jué,jue2
绝,jué,jue2
决,jué,jue2
角,jué,jue2
脚,jué,jue2
嚼,jué,jue2
掘,jué,jue2
诀,jué,jue2
崛,jué,jue2
爵,jué,jue2
抉,jué,jue2
倔,juè,jue2
獗,jué,jue2
厥,jué,jue2
蹶,juě,jue2
攫,jué,jue2
谲,jué,jue2
矍,jué,jue2
孓,jué,jue2
橛,jué,jue2
噱,xué,jue2
珏,jué,jue2
桷,jué,jue2
劂,jué,jue2
爝,jué,jue2
镢,jué,jue2
蕨,jué,jue2
觖,jué,jue2
蹶,juě,jue3
倔,juè,jue4
军,jūn,jun1
均,yùn,jun1
君,jūn,jun1
钧,jūn,jun1
筠,yún,jun1
龟,qīu,jun1
菌,jùn,jun1
皲,jūn,jun1
麇,qún,jun1
俊,jùn,jun4
峻,jùn,jun4
隽,jùn,jun4
菌,jùn,jun4
郡,jùn,jun4
骏,jùn,jun4
竣,jùn,jun4
捃,jùn,jun4
浚,xùn,jun4
咖,kā,ka1
喀,kā,ka1
咔,kǎ,ka1
卡,qiǎ,ka3
咯,luò,ka3
咔,kǎ,ka3
佧,kǎ,ka3
胩,kǎ,ka3
开,kāi,kai1
揩,kāi,kai1
锎,kāi,kai1
慨,kǎi,kai3
凯,kǎi,kai3
铠,kǎi,kai3
楷,kǎi,kai3
恺,kǎi,kai3
蒈,kǎi,kai3
剀,kǎi,kai3
垲,kǎi,kai3
锴,kǎi,kai3
忾,kài,kai4
看,kàn,kan1
刊,kān,kan1
堪,kān,kan1
勘,kān,kan1
龛,kān,kan1
戡,kān,kan1
侃,kǎn,kan3
砍,kǎn,kan3
坎,kǎn,kan3
槛,kǎn,kan3
阚,kàn,kan3
莰,kǎn,kan3
看,kàn,kan4
嵌,qiàn,kan4
瞰,kàn,kan4
阚,kàn,kan4
康,kāng,kang1
慷,kāng,kang1
糠,kāng,kang1
闶,kàng,kang1
扛,káng,kang2
抗,kàng,kang4
炕,kàng,kang4
亢,kàng,kang4
伉,kàng,kang4
闶,kàng,kang4
钪,kàng,kang4
尻,kāo,kao1
考,kǎo,kao3
烤,kǎo,kao3
拷,kǎo,kao3
栲,kǎo,kao3
靠,kào,kao4
铐,kào,kao4
犒,kào,kao4
科,kē,ke1
颗,kē,ke1
柯,kē,ke1
呵,kē,ke1
棵,kē,ke1
苛,kē,ke1
磕,kē,ke1
坷,kě,ke1
嗑,kè,ke1
瞌,kē,ke1
轲,kě,ke1
稞,kē,ke1
疴,kē,ke1
蝌,kē,ke1
钶,kē,ke1
窠,kē,ke1
颏,ké,ke1
珂,kē,ke1
髁,kē,ke1
咳,ké,ke2
壳,ké,ke2
颏,ké,ke2
可,kè,ke3
渴,kě,ke3
坷,kě,ke3
轲,kě,ke3
岢,kě,ke3
可,kè,ke4
克,kè,ke4
客,kè,ke4
刻,kè,ke4
课,kè,ke4
恪,kè,ke4
嗑,kè,ke4
溘,kè,ke4
骒,kè,ke4
缂,kè,ke4
氪,kè,ke4
锞,kè,ke4
蚵,kè,ke4
肯,kěn,ken3
恳,kěn,ken3
啃,kěn,ken3
垦,kěn,ken3
龈,yín,ken3
裉,kèn,ken4
坑,kēng,keng1
吭,kēng,keng1
铿,kēng,keng1
空,kòng,kong1
倥,kǒng,kong1
崆,kōng,kong1
箜,kōng,kong1
恐,kǒng,kong3
孔,kǒng,kong3
倥,kǒng,kong3
空,kòng,kong4
控,kòng,kong4
抠,kōu,kou1
芤,kōu,kou1
眍,kōu,kou1
口,kǒu,kou3
扣,kòu,kou4
寇,kòu,kou4
叩,kòu,kou4
蔻,kòu,kou4
筘,kòu,kou4
哭,kū,ku1
枯,kū,ku1
窟,kū,ku1
骷,kū,ku1
刳,kū,ku1
堀,kū,ku1
苦,kǔ,ku3
库,kù,ku4
裤,kù,ku4
酷,kù,ku4
喾,kù,ku4
绔,kù,ku4
夸,kuā,kua1
垮,kuǎ,kua3
侉,kuǎ,kua3
跨,kuà,kua4
挎,kuà,kua4
胯,kuà,kua4
蒯,kuǎi,kuai3
会,kuài,kuai4
快,kuài,kuai4
块,kuài,kuai4
筷,kuài,kuai4
脍,kuài,kuai4
哙,kuài,kuai4
侩,kuài,kuai4
狯,kuài,kuai4
浍,kuài,kuai4
郐,kuài,kuai4
宽,kuān,kuan1
髋,kuān,kuan1
款,kuǎn,kuan3
框,kuàng,kuang1
筐,kuāng,kuang1
匡,kuāng,kuang1
哐,kuāng,kuang1
诓,kuāng,kuang1
狂,kuáng,kuang2
诳,kuáng,kuang2
夼,kuǎng,kuang3
况,kuàng,kuang4
矿,kuàng,kuang4
框,kuàng,kuang4
旷,kuàng,kuang4
眶,kuàng,kuang4
邝,kuàng,kuang4
圹,kuàng,kuang4
纩,kuàng,kuang4
贶,kuàng,kuang4
亏,kuī,kui1
窥,kuī,kui1
盔,kuī,kui1
岿,kuī,kui1
悝,lǐ,kui1
魁,kuí,kui2
睽,kuí,kui2
逵,kuí,kui2
葵,kuí,kui2
奎,kuí,kui2
馗,kuí,kui2
夔,kuí,kui2
喹,kuí,kui2
隗,wěi,kui2
暌,kuí,kui2
揆,kuí,kui2
蝰,kuí,kui2
傀,kuǐ,kui3
跬,kuǐ,kui3
愧,kuì,kui4
溃,kuì,kui4
馈,kuì,kui4
匮,kuì,kui4
喟,kuì,kui4
聩,kuì,kui4
篑,kuì,kui4
蒉,kuì,kui4
愦,kuì,kui4
昆,kūn,kun1
坤,kūn,kun1
鲲,kūn,kun1
锟,kūn,kun1
醌,kūn,kun1
琨,kūn,kun1
髡,kūn,kun1
捆,kǔn,kun3
悃,kǔn,kun3
阃,kǔn,kun3
困,kùn,kun4
括,kuò,kuo4
适,shì,kuo4
阔,kuò,kuo4
扩,kuò,kuo4
廓,kuò,kuo4
栝,kuò,kuo4
蛞,kuò,kuo4
拉,là,la1
啦,la,la1
喇,lǎ,la1
垃,lā,la1
邋,lā,la1
拉,là,la2
喇,lǎ,la2
旯,lá,la2
砬,lá,la2
拉,là,la3
喇,lǎ,la3
落,luò,la4
拉,là,la4
辣,là,la4
腊,xī,la4
蜡,zhà,la4
剌,là,la4
瘌,là,la4
蓝,lán,la5
啦,la,la5
来,lái,lai2
莱,lái,lai2
徕,lái,lai2
涞,lái,lai2
崃,lái,lai2
铼,lái,lai2
赖,lài,lai4
睐,lài,lai4
癞,lài,lai4
籁,lài,lai4
赉,lài,lai4
濑,lài,lai4
兰,lán,lan2
蓝,lán,lan2
栏,lán,lan2
拦,lán,lan2
篮,lán,lan2
澜,lán,lan2
婪,lán,lan2
岚,lán,lan2
斓,lán,lan2
阑,lán,lan2
褴,lán,lan2
镧,lán,lan2
谰,lán,lan2
懒,lǎn,lan3
览,lǎn,lan3
揽,lǎn,lan3
榄,lǎn,lan3
缆,lǎn,lan3
漤,lǎn,lan3
罱,lǎn,lan3
烂,làn,lan4
滥,làn,lan4
啷,lāng,lang1
狼,láng,lang2
郎,làng,lang2
廊,láng,lang2
琅,láng,lang2
螂,láng,lang2
榔,láng,lang2
锒,láng,lang2
稂,láng,lang2
阆,làng,lang2
朗,lǎng,lang3
浪,làng,lang4
郎,làng,lang4
莨,liáng,lang4
蒗,làng,lang4
阆,làng,lang4
捞,lāo,lao1
劳,láo,lao2
牢,láo,lao2
唠,lào,lao2
崂,láo,lao2
铹,láo,lao2
痨,láo,lao2
醪,láo,lao2
老,lǎo,lao3
姥,mǔ,lao3
佬,lǎo,lao3
潦,liǎo,lao3
栳,lǎo,lao3
铑,lǎo,lao3
落,luò,lao4
络,luò,lao4
唠,lào,lao4
烙,luò,lao4
酪,lào,lao4
涝,lào,lao4
耢,lào,lao4
肋,lèi,le1
乐,yuè,le4
勒,lēi,le4
仂,lè,le4
叻,lè,le4
泐,lè,le4
鳓,lè,le4
了,liào,le5
勒,lēi,lei1
擂,lèi,lei1
累,lèi,lei2
雷,léi,lei2
擂,lèi,lei2
羸,léi,lei2
镭,léi,lei2
嫘,léi,lei2
缧,léi,lei2
檑,léi,lei2
累,lèi,lei3
蕾,lěi,lei3
垒,lěi,lei3
磊,lěi,lei3
儡,lěi,lei3
诔,lěi,lei3
耒,lěi,lei3
类,lèi,lei4
泪,lèi,lei4
累,lèi,lei4
擂,lèi,lei4
肋,lèi,lei4
酹,lèi,lei4
嘞,lêi,lei5
棱,líng,leng1
楞,léng,leng2
棱,líng,leng2
塄,léng,leng2
冷,lěng,leng3
愣,lèng,leng4
哩,li,li1
离,lí,li2
丽,lì,li2
黎,lí,li2
璃,li,li2
漓,lí,li2
狸,lí,li2
梨,lí,li2
篱,lí,li2
犁,lí,li2
厘,lí,li2
罹,lí,li2
藜,lí,li2
骊,lí,li2
蜊,lí,li2
黧,lí,li2
缡,lí,li2
喱,lí,li2
鹂,lí,li2
嫠,lí,li2
蠡,lǐ,li2
鲡,lí,li2
蓠,lí,li2
里,lǐ,li3
理,lǐ,li3
李,lǐ,li3
礼,lǐ,li3
哩,li,li3
鲤,lǐ,li3
俚,lǐ,li3
逦,lǐ,li3
娌,lǐ,li3
悝,lǐ,li3
澧,lǐ,li3
锂,lǐ,li3
蠡,lǐ,li3
醴,lǐ,li3
鳢,lǐ,li3
力,lì,li4
利,lì,li4
立,lì,li4
历,lì,li4
例,lì,li4
丽,lì,li4
励,lì,li4
厉,lì,li4
莉,lì,li4
笠,lì,li4
粒,lì,li4
俐,lì,li4
栗,lì,li4
隶,lì,li4
吏,lì,li4
沥,lì,li4
雳,lì,li4
莅,lì,li4
戾,lì,li4
俪,lì,li4
砺,lì,li4
痢,lì,li4
郦,lì,li4
詈,lì,li4
荔,lì,li4
枥,lì,li4
呖,lì,li4
唳,lì,li4
猁,lì,li4
溧,lì,li4
砾,lì,li4
栎,yuè,li4
轹,lì,li4
傈,lì,li4
坜,lì,li4
苈,lì,li4
疠,lì,li4
疬,lì,li4
蛎,lì,li4
鬲,lì,li4
篥,lì,li4
粝,lì,li4
跞,lì,li4
藓,xiǎn,li4
璃,li,li5
哩,li,li5
俩,liǎng,lia3
联,lián,lian2
连,lián,lian2
怜,lián,lian2
莲,lián,lian2
廉,lián,lian2
帘,lián,lian2
涟,lián,lian2
镰,lián,lian2
裢,lián,lian2
濂,lián,lian2
臁,lián,lian2
奁,lián,lian2
蠊,lián,lian2
鲢,lián,lian2
脸,liǎn,lian3
敛,liǎn,lian3
琏,liǎn,lian3
蔹,liǎn,lian3
裣,liǎn,lian3
练,liàn,lian4
恋,liàn,lian4
炼,liàn,lian4
链,liàn,lian4
殓,liàn,lian4
楝,liàn,lian4
潋,liàn,lian4
量,liàng,liang2
良,liáng,liang2
梁,liáng,liang2
凉,liàng,liang2
粮,liáng,liang2
粱,liáng,liang2
踉,liàng,liang2
莨,liáng,liang2
椋,liáng,liang2
墚,liáng,liang2
两,liǎng,liang3
俩,liǎng,liang3
魉,liǎng,liang3
量,liàng,liang4
亮,liàng,liang4
辆,liàng,liang4
凉,liàng,liang4
谅,liàng,liang4
晾,liàng,liang4
踉,liàng,liang4
靓,liàng,liang4
撩,liào,liao1
撂,liào,liao1
聊,liáo,liao2
疗,liáo,liao2
辽,liáo,liao2
僚,liáo,liao2
寥,liáo,liao2
撩,liào,liao2
撂,liào,liao2
缭,liáo,liao2
寮,liáo,liao2
燎,liǎo,liao2
嘹,liáo,liao2
獠,liáo,liao2
鹩,liáo,liao2
了,liào,liao3
潦,liǎo,liao3
燎,liǎo,liao3
蓼,lù,liao3
钌,liào,liao3
了,liào,liao4
料,liào,liao4
廖,liào,liao4
镣,liào,liao4
撩,liào,liao4
撂,liào,liao4
尥,liào,liao4
钌,liào,liao4
咧,liê,lie1
裂,liè,lie3
咧,liê,lie3
列,liè,lie4
烈,liè,lie4
裂,liè,lie4
劣,liè,lie4
猎,liè,lie4
趔,liè,lie4
冽,liè,lie4
洌,liè,lie4
捩,liè,lie4
埒,liè,lie4
躐,liè,lie4
鬣,liè,lie4
咧,liê,lie5
林,lín,lin2
临,lín,lin2
秘,mì,lin2
邻,lín,lin2
琳,lín,lin2
淋,lìn,lin2
霖,lín,lin2
麟,lín,lin2
鳞,lín,lin2
磷,lín,lin2
嶙,lín,lin2
辚,lín,lin2
粼,lín,lin2
遴,lín,lin2
啉,lín,lin2
瞵,lín,lin2
凛,lǐn,lin3
懔,lǐn,lin3
檩,lǐn,lin3
廪,lǐn,lin3
淋,lìn,lin4
吝,lìn,lin4
躏,lìn,lin4
赁,lìn,lin4
蔺,lìn,lin4
膦,lìn,lin4
拎,līng,ling1
令,lìng,ling2
灵,líng,ling2
零,líng,ling2
龄,líng,ling2
凌,líng,ling2
玲,líng,ling2
铃,líng,ling2
陵,líng,ling2
伶,líng,ling2
聆,líng,ling2
囹,líng,ling2
棱,líng,ling2
菱,líng,ling2
苓,líng,ling2
翎,líng,ling2
棂,líng,ling2
瓴,líng,ling2
绫,líng,ling2
酃,líng,ling2
泠,líng,ling2
羚,líng,ling2
蛉,líng,ling2
柃,líng,ling2
鲮,líng,ling2
领,lǐng,ling3
令,lìng,ling3
岭,lǐng,ling3
令,lìng,ling4
另,lìng,ling4
呤,lìng,ling4
溜,lìu,liu1
熘,līu,liu1
留,líu,liu2
流,líu,liu2
刘,líu,liu2
瘤,líu,liu2
榴,líu,liu2
浏,líu,liu2
硫,líu,liu2
琉,líu,liu2
遛,lìu,liu2
馏,lìu,liu2
镏,lìu,liu2
旒,líu,liu2
骝,líu,liu2
鎏,líu,liu2
柳,lǐu,liu3
绺,lǐu,liu3
锍,lǐu,liu3
六,lù,liu4
陆,lù,liu4
溜,lìu,liu4
碌,lù,liu4
遛,lìu,liu4
馏,lìu,liu4
镏,lìu,liu4
鹨,lìu,liu4
咯,luò,lo5
隆,lóng,long1
龙,lóng,long2
隆,lóng,long2
笼,lǒng,long2
胧,lóng,long2
咙,lóng,long2
聋,lóng,long2
珑,lóng,long2
窿,lóng,long2
茏,lóng,long2
栊,lóng,long2
泷,shuāng,long2
砻,lóng,long2
癃,lóng,long2
笼,lǒng,long3
拢,lǒng,long3
垄,lǒng,long3
陇,lǒng,long3
垅,lǒng,long3
弄,nòng,long4
搂,lǒu,lou1
楼,lóu,lou2
喽,lou,lou2
偻,lǚ,lou2
娄,lóu,lou2
髅,lóu,lou2
蝼,lóu,lou2
蒌,lóu,lou2
耧,lóu,lou2
搂,lǒu,lou3
篓,lǒu,lou3
嵝,lǒu,lou3
露,lù,lou4
陋,lòu,lou4
漏,lòu,lou4
镂,lòu,lou4
瘘,lòu,lou4
喽,lou,lou5
噜,lū,lu1
撸,lū,lu1
卢,lú,lu2
炉,lú,lu2
庐,lú,lu2
芦,lǔ,lu2
颅,lú,lu2
泸,lú,lu2
轳,lu,lu2
鲈,lú,lu2
垆,lú,lu2
胪,lú,lu2
鸬,lú,lu2
舻,lú,lu2
栌,lú,lu2
鲁,lǔ,lu3
芦,lǔ,lu3
卤,lǔ,lu3
虏,lǔ,lu3
掳,lǔ,lu3
橹,lǔ,lu3
镥,lǔ,lu3
六,lù,lu4
路,lù,lu4
陆,lù,lu4
录,lù,lu4
露,lù,lu4
绿,lǜ,lu4
鹿,lù,lu4
碌,lù,lu4
禄,lù,lu4
辘,lù,lu4
麓,lù,lu4
赂,lù,lu4
漉,lù,lu4
戮,lù,lu4
簏,lù,lu4
鹭,lù,lu4
潞,lù,lu4
璐,lù,lu4
辂,lù,lu4
渌,lù,lu4
蓼,lù,lu4
逯,lù,lu4
轳,lu,lu5
氇,lu,lu5
旅,lǚ,lv3
履,lǚ,lv3
屡,lǚ,lv3
侣,lǚ,lv3
缕,lǚ,lv3
吕,lǚ,lv3
捋,luō,lv3
铝,lǚ,lv3
偻,lǚ,lv3
褛,lǚ,lv3
膂,lǚ,lv3
稆,lǚ,lv3
律,lǜ,lv4
绿,lǜ,lv4
率,shuài,lv4
虑,lǜ,lv4
滤,lǜ,lv4
氯,lǜ,lv4
驴,lü,lv5
榈,lü,lv5
闾,lü,lv5
峦,luán,luan2
挛,luán,luan2
孪,luán,luan2
栾,luán,luan2
銮,luán,luan2
滦,luán,luan2
鸾,luán,luan2
娈,luán,luan2
脔,luán,luan2
卵,luǎn,luan3
乱,luàn,luan4
掠,luè:,lue:3
略,luè:,lue:4
掠,luè:,lue:4
锊,luè:,lue:4
抡,lún,lun1
论,lùn,lun2
轮,lún,lun2
伦,lún,lun2
沦,lún,lun2
仑,lún,lun2
抡,lún,lun2
囵,lún,lun2
纶,lún,lun2
论,lùn,lun4
落,luò,luo1
罗,luo,luo1
捋,luō,luo1
罗,luo,luo2
逻,luó,luo2
萝,luó,luo2
螺,luó,luo2
锣,luó,luo2
箩,luó,luo2
骡,luó,luo2
猡,luó,luo2
椤,luó,luo2
脶,luó,luo2
镙,luó,luo2
裸,luǒ,luo3
倮,luǒ,luo3
蠃,luǒ,luo3
瘰,luǒ,luo3
落,luò,luo4
络,luò,luo4
洛,luò,luo4
骆,luò,luo4
咯,luò,luo4
摞,luò,luo4
烙,luò,luo4
珞,luò,luo4
泺,pō,luo4
漯,tà,luo4
荦,luò,luo4
硌,luò,luo4
雒,luò,luo4
罗,luo,luo5
呒,m,m2
妈,mā,ma1
麻,má,ma1
摩,mó,ma1
抹,mò,ma1
蚂,mà,ma1
嬷,mā,ma1
吗,ma,ma2
麻,má,ma2
蟆,má,ma2
马,mǎ,ma3
吗,ma,ma3
码,mǎ,ma3
玛,mǎ,ma3
蚂,mà,ma3
犸,mǎ,ma3
骂,mà,ma4
蚂,mà,ma4
唛,mà,ma4
杩,mà,ma4
么,mê,ma5
吗,ma,ma5
嘛,ma,ma5
埋,mán,mai2
霾,mái,mai2
买,mǎi,mai3
荬,mǎi,mai3
卖,mài,mai4
麦,mài,mai4
迈,mài,mai4
脉,mò,mai4
劢,mài,mai4
颟,mān,man1
埋,mán,man2
蛮,mán,man2
馒,mán,man2
瞒,mán,man2
蔓,wàn,man2
谩,màn,man2
鳗,mán,man2
鞔,mán,man2
满,mǎn,man3
螨,mǎn,man3
慢,màn,man4
漫,màn,man4
曼,màn,man4
蔓,wàn,man4
谩,màn,man4
墁,màn,man4
幔,màn,man4
缦,màn,man4
熳,màn,man4
镘,màn,man4
忙,máng,mang2
茫,máng,mang2
盲,máng,mang2
芒,wáng,mang2
氓,méng,mang2
邙,máng,mang2
硭,máng,mang2
莽,mǎng,mang3
蟒,mǎng,mang3
漭,mǎng,mang3
猫,máo,mao1
毛,máo,mao2
猫,máo,mao2
矛,máo,mao2
茅,máo,mao2
髦,máo,mao2
锚,máo,mao2
牦,máo,mao2
旄,máo,mao2
蝥,máo,mao2
蟊,máo,mao2
茆,máo,mao2
卯,mǎo,mao3
铆,mǎo,mao3
峁,mǎo,mao3
泖,mǎo,mao3
昴,mǎo,mao3
冒,mò,mao4
贸,mào,mao4
帽,mào,mao4
貌,mào,mao4
茂,mào,mao4
耄,mào,mao4
瑁,mào,mao4
懋,mào,mao4
袤,mào,mao4
瞀,mào,mao4
么,mê,me5
麽,mó,me5
没,mò,mei2
眉,méi,mei2
梅,méi,mei2
媒,méi,mei2
枚,méi,mei2
煤,méi,mei2
霉,méi,mei2
玫,méi,mei2
糜,mí,mei2
酶,méi,mei2
莓,méi,mei2
嵋,méi,mei2
湄,méi,mei2
楣,méi,mei2
猸,méi,mei2
镅,méi,mei2
鹛,méi,mei2
美,měi,mei3
每,měi,mei3
镁,měi,mei3
浼,měi,mei3
妹,mèi,mei4
魅,mèi,mei4
昧,mèi,mei4
谜,mí,mei4
媚,mèi,mei4
寐,mèi,mei4
袂,mèi,mei4
闷,mèn,men1
门,mén,men2
扪,mén,men2
钔,mén,men2
闷,mèn,men4
懑,mèn,men4
焖,mèn,men4
们,mên,men5
蒙,měng,meng1
蒙,měng,meng2
盟,míng,meng2
朦,méng,meng2
氓,méng,meng2
萌,méng,meng2
檬,méng,meng2
瞢,méng,meng2
甍,méng,meng2
礞,méng,meng2
虻,méng,meng2
艨,méng,meng2
蒙,měng,meng3
猛,měng,meng3
勐,měng,meng3
懵,měng,meng3
蠓,měng,meng3
蜢,měng,meng3
锰,měng,meng3
艋,měng,meng3
梦,mèng,meng4
孟,mèng,meng4
眯,mǐ,mi1
咪,mī,mi1
迷,mí,mi2
弥,mí,mi2
谜,mí,mi2
靡,mǐ,mi2
糜,mí,mi2
醚,mí,mi2
麋,mí,mi2
猕,mí,mi2
祢,nǐ,mi2
縻,mí,mi2
蘼,mí,mi2
米,mǐ,mi3
眯,mǐ,mi3
靡,mǐ,mi3
弭,mǐ,mi3
敉,mǐ,mi3
脒,mǐ,mi3
芈,mǐ,mi3
密,mì,mi4
秘,mì,mi4
觅,mì,mi4
蜜,mì,mi4
谧,mì,mi4
泌,mì,mi4
汨,mì,mi4
宓,mì,mi4
幂,mì,mi4
嘧,mì,mi4
糸,mì,mi4
棉,mián,mian2
眠,mián,mian2
绵,mián,mian2
免,miǎn,mian3
缅,miǎn,mian3
勉,miǎn,mian3
腼,miǎn,mian3
冕,miǎn,mian3
娩,wǎn,mian3
渑,shéng,mian3
湎,miǎn,mian3
沔,miǎn,mian3
眄,miǎn,mian3
黾,mǐn,mian3
面,miàn,mian4
喵,miāo,miao1
描,miáo,miao2
苗,miáo,miao2
瞄,miáo,miao2
鹋,miáo,miao2
秒,miǎo,miao3
渺,miǎo,miao3
藐,miǎo,miao3
缈,miǎo,miao3
淼,miǎo,miao3
杪,miǎo,miao3
邈,miǎo,miao3
眇,miǎo,miao3
妙,miào,miao4
庙,miào,miao4
缪,móu,miao4
乜,niè,mie1
咩,miē,mie1
灭,miè,mie4
蔑,miè,mie4
篾,miè,mie4
蠛,miè,mie4
民,mín,min2
珉,mín,min2
岷,mín,min2
缗,mín,min2
玟,mín,min2
苠,mín,min2
敏,mǐn,min3
悯,mǐn,min3
闽,mǐn,min3
泯,mǐn,min3
皿,mǐn,min3
抿,mǐn,min3
闵,mǐn,min3
愍,mǐn,min3
黾,mǐn,min3
鳘,mǐn,min3
名,míng,ming2
明,míng,ming2
鸣,míng,ming2
盟,míng,ming2
铭,míng,ming2
冥,míng,ming2
茗,míng,ming2
溟,míng,ming2
瞑,míng,ming2
暝,míng,ming2
螟,míng,ming2
酩,mǐng,ming3
命,mìng,ming4
谬,mìu,miu4
